"","VCF0004","VCF0101","VCF0110","VCF0901a","VCF0114","VCF0105b","VCF0104","VCF0147","VCF0303","VCF0116","VCF9025"
"26812",1982,47,"2. High school (12 grades or fewer, incl. non-college",13,"4. 68 to 95 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26813",1982,58,"4. College or advanced degree (no cases 1948)",13,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","2. Republican"
"26814",1982,34,"4. College or advanced degree (no cases 1948)",13,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","4. Unemployed","2. Republican"
"26815",1982,41,"4. College or advanced degree (no cases 1948)",13,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26816",1982,45,"2. High school (12 grades or fewer, incl. non-college",28,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26817",1982,51,"3. Some college (13 grades or more but no degree;",28,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","4. Separated","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"26818",1982,58,"1. Grade school or less (0-8 grades)",28,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","4. Separated","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26819",1982,29,"3. Some college (13 grades or more but no degree;",6,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","2. Republican"
"26820",1982,26,"2. High school (12 grades or fewer, incl. non-college",6,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"26821",1982,61,"2. High school (12 grades or fewer, incl. non-college",26,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","2. Republican"
"26822",1982,19,"2. High school (12 grades or fewer, incl. non-college",48,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"26823",1982,72,"2. High school (12 grades or fewer, incl. non-college",48,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"26824",1982,38,"2. High school (12 grades or fewer, incl. non-college",48,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"26825",1982,82,"1. Grade school or less (0-8 grades)",6,"3. 34 to 67 percentile","4. Other or multiple races, non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","2. Republican"
"26826",1982,20,"3. Some college (13 grades or more but no degree;",5,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","3. Republicans (including leaners)","1. Working now","1. Democrat"
"26827",1982,69,"2. High school (12 grades or fewer, incl. non-college",5,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26828",1982,26,"2. High school (12 grades or fewer, incl. non-college",5,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"26829",1982,78,"1. Grade school or less (0-8 grades)",12,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"26830",1982,55,"4. College or advanced degree (no cases 1948)",12,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26831",1982,38,"2. High school (12 grades or fewer, incl. non-college",13,"1. 0 to 16 percentile","2. Black non-Hispanic","1. Male","3. Divorced","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26832",1982,34,"2. High school (12 grades or fewer, incl. non-college",13,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26833",1982,33,"4. College or advanced degree (no cases 1948)",51,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26834",1982,39,"3. Some college (13 grades or more but no degree;",51,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26835",1982,53,"2. High school (12 grades or fewer, incl. non-college",26,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","3. Divorced","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26836",1982,28,"4. College or advanced degree (no cases 1948)",37,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26837",1982,52,"2. High school (12 grades or fewer, incl. non-college",37,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26838",1982,26,"2. High school (12 grades or fewer, incl. non-college",28,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26839",1982,62,"2. High school (12 grades or fewer, incl. non-college",34,"0. DK; NA; refused to answer; no Pre IW","2. Black non-Hispanic","1. Male","5. Widowed","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26840",1982,47,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26841",1982,27,"4. College or advanced degree (no cases 1948)",39,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26842",1982,43,"2. High school (12 grades or fewer, incl. non-college",55,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","2. Temporarily laid off","9. DK; NA; did not vote; DK/NA/refused to say if"
"26843",1982,23,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"26844",1982,21,"2. High school (12 grades or fewer, incl. non-college",42,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","4. Separated","1. Democrats (including leaners)","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"26845",1982,39,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","2. Republican"
"26846",1982,72,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"26847",1982,63,"2. High school (12 grades or fewer, incl. non-college",5,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","1. Democrat"
"26848",1982,24,"2. High school (12 grades or fewer, incl. non-college",5,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"26849",1982,51,"4. College or advanced degree (no cases 1948)",5,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26850",1982,39,"4. College or advanced degree (no cases 1948)",37,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","1. Married","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"26851",1982,35,"4. College or advanced degree (no cases 1948)",37,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"26852",1982,27,"2. High school (12 grades or fewer, incl. non-college",19,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26853",1982,71,"1. Grade school or less (0-8 grades)",19,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"26854",1982,32,"3. Some college (13 grades or more but no degree;",19,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26855",1982,52,"2. High school (12 grades or fewer, incl. non-college",48,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","5. Widowed","2. Independents","1. Working now","2. Republican"
"26856",1982,27,"3. Some college (13 grades or more but no degree;",48,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","2. Never married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26857",1982,57,"2. High school (12 grades or fewer, incl. non-college",25,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26858",1982,42,"2. High school (12 grades or fewer, incl. non-college",26,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26859",1982,37,"1. Grade school or less (0-8 grades)",26,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26860",1982,41,"4. College or advanced degree (no cases 1948)",12,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26861",1982,60,"2. High school (12 grades or fewer, incl. non-college",12,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26862",1982,27,"3. Some college (13 grades or more but no degree;",5,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26863",1982,62,"2. High school (12 grades or fewer, incl. non-college",5,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"26864",1982,47,"2. High school (12 grades or fewer, incl. non-college",5,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26865",1982,39,"3. Some college (13 grades or more but no degree;",5,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","4. Unemployed","1. Democrat"
"26866",1982,40,"4. College or advanced degree (no cases 1948)",25,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"26867",1982,55,"4. College or advanced degree (no cases 1948)",25,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","4. Unemployed","1. Democrat"
"26868",1982,38,"3. Some college (13 grades or more but no degree;",53,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26869",1982,46,"3. Some college (13 grades or more but no degree;",39,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"26870",1982,36,"3. Some college (13 grades or more but no degree;",6,"3. 34 to 67 percentile","2. Black non-Hispanic","2. Female","4. Separated","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26871",1982,47,"2. High school (12 grades or fewer, incl. non-college",26,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","7. Partners; not married (VOLUNTEERED [exc.1986,2012])","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26872",1982,31,"2. High school (12 grades or fewer, incl. non-college",23,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","4. Unemployed","1. Democrat"
"26873",1982,46,"4. College or advanced degree (no cases 1948)",8,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","1. Democrat"
"26874",1982,38,"3. Some college (13 grades or more but no degree;",29,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26875",1982,66,"3. Some college (13 grades or more but no degree;",27,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","1. Democrat"
"26876",1982,26,"3. Some college (13 grades or more but no degree;",6,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26877",1982,63,"3. Some college (13 grades or more but no degree;",23,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26878",1982,45,"2. High school (12 grades or fewer, incl. non-college",47,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"26879",1982,56,"1. Grade school or less (0-8 grades)",42,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"26880",1982,19,"3. Some college (13 grades or more but no degree;",25,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"26881",1982,20,"3. Some college (13 grades or more but no degree;",13,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26882",1982,29,"1. Grade school or less (0-8 grades)",13,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26883",1982,54,"4. College or advanced degree (no cases 1948)",54,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26884",1982,44,"2. High school (12 grades or fewer, incl. non-college",48,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26885",1982,18,"2. High school (12 grades or fewer, incl. non-college",48,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","2. Never married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26886",1982,27,"2. High school (12 grades or fewer, incl. non-college",17,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","3. Divorced","2. Independents","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"26887",1982,23,"2. High school (12 grades or fewer, incl. non-college",17,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","2. Never married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26888",1982,33,"4. College or advanced degree (no cases 1948)",19,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26889",1982,34,"2. High school (12 grades or fewer, incl. non-college",19,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26890",1982,29,"2. High school (12 grades or fewer, incl. non-college",48,"2. 17 to 33 percentile","2. Black non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26891",1982,56,"2. High school (12 grades or fewer, incl. non-college",48,"2. 17 to 33 percentile","2. Black non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"26892",1982,45,"2. High school (12 grades or fewer, incl. non-college",5,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26893",1982,54,"2. High school (12 grades or fewer, incl. non-college",5,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","2. Never married","0. DK; NA; other; refused to answer; no Pre IW","6. Permanently disabled","1. Democrat"
"26894",1982,34,"2. High school (12 grades or fewer, incl. non-college",5,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"26895",1982,41,"2. High school (12 grades or fewer, incl. non-college",21,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","4. Separated","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"26896",1982,65,"2. High school (12 grades or fewer, incl. non-college",23,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","1. Democrat"
"26897",1982,48,"2. High school (12 grades or fewer, incl. non-college",23,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26898",1982,71,"2. High school (12 grades or fewer, incl. non-college",13,"1. 0 to 16 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"26899",1982,62,"2. High school (12 grades or fewer, incl. non-college",13,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","5. Retired","2. Republican"
"26900",1982,45,"4. College or advanced degree (no cases 1948)",13,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26901",1982,30,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","1. Democrat"
"26902",1982,27,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"26903",1982,40,"2. High school (12 grades or fewer, incl. non-college",39,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26904",1982,31,"4. College or advanced degree (no cases 1948)",39,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26905",1982,57,"1. Grade school or less (0-8 grades)",29,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","4. Separated","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26906",1982,30,"2. High school (12 grades or fewer, incl. non-college",29,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","3. Divorced","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26907",1982,42,"2. High school (12 grades or fewer, incl. non-college",1,"2. 17 to 33 percentile","2. Black non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26908",1982,54,"2. High school (12 grades or fewer, incl. non-college",1,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26909",1982,25,"2. High school (12 grades or fewer, incl. non-college",1,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","2. Never married","3. Republicans (including leaners)","7. Homemaker","1. Democrat"
"26910",1982,18,"2. High school (12 grades or fewer, incl. non-college",34,"3. 34 to 67 percentile","3. Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26911",1982,23,"2. High school (12 grades or fewer, incl. non-college",34,"3. 34 to 67 percentile","3. Hispanic","2. Female","1. Married","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"26912",1982,65,"4. College or advanced degree (no cases 1948)",25,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"26913",1982,40,"2. High school (12 grades or fewer, incl. non-college",21,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26914",1982,30,"3. Some college (13 grades or more but no degree;",29,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","2. Never married","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"26915",1982,56,"2. High school (12 grades or fewer, incl. non-college",17,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"26916",1982,40,"4. College or advanced degree (no cases 1948)",17,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26917",1982,24,"4. College or advanced degree (no cases 1948)",42,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26918",1982,35,"2. High school (12 grades or fewer, incl. non-college",45,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26919",1982,28,"2. High school (12 grades or fewer, incl. non-college",26,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","3. Divorced","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26920",1982,57,"1. Grade school or less (0-8 grades)",22,"2. 17 to 33 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26921",1982,22,"3. Some college (13 grades or more but no degree;",8,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26922",1982,56,"2. High school (12 grades or fewer, incl. non-college",8,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","1. Working now","1. Democrat"
"26923",1982,25,"3. Some college (13 grades or more but no degree;",34,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","2. Never married","2. Independents","4. Unemployed","0. No gubernatorial race in state (includes Washington"
"26924",1982,22,"4. College or advanced degree (no cases 1948)",25,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","2. Never married","2. Independents","1. Working now","3. Other"
"26925",1982,42,"3. Some college (13 grades or more but no degree;",26,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","3. Divorced","3. Republicans (including leaners)","1. Working now","2. Republican"
"26926",1982,44,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26927",1982,55,"1. Grade school or less (0-8 grades)",37,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26928",1982,69,"1. Grade school or less (0-8 grades)",37,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","6. Permanently disabled","0. No gubernatorial race in state (includes Washington"
"26929",1982,73,"3. Some college (13 grades or more but no degree;",37,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"26930",1982,27,"3. Some college (13 grades or more but no degree;",13,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26931",1982,33,"4. College or advanced degree (no cases 1948)",13,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26932",1982,60,"4. College or advanced degree (no cases 1948)",6,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"26933",1982,57,"3. Some college (13 grades or more but no degree;",6,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26934",1982,70,"4. College or advanced degree (no cases 1948)",13,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26935",1982,23,"2. High school (12 grades or fewer, incl. non-college",13,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26936",1982,35,"1. Grade school or less (0-8 grades)",13,"1. 0 to 16 percentile","2. Black non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26937",1982,34,"3. Some college (13 grades or more but no degree;",53,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26938",1982,40,"2. High school (12 grades or fewer, incl. non-college",51,"1. 0 to 16 percentile","2. Black non-Hispanic","1. Male","7. Partners; not married (VOLUNTEERED [exc.1986,2012])","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26939",1982,49,"1. Grade school or less (0-8 grades)",51,"0. DK; NA; refused to answer; no Pre IW","2. Black non-Hispanic","1. Male","5. Widowed","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26940",1982,50,"3. Some college (13 grades or more but no degree;",6,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","1. Democrat"
"26941",1982,47,"2. High school (12 grades or fewer, incl. non-college",42,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"26942",1982,35,"4. College or advanced degree (no cases 1948)",42,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26943",1982,41,"3. Some college (13 grades or more but no degree;",17,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26944",1982,58,"2. High school (12 grades or fewer, incl. non-college",46,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","4. Unemployed","1. Democrat"
"26945",1982,23,"4. College or advanced degree (no cases 1948)",12,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","2. Never married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
